语料,分,建议,赞,分类,理由,来源,url,备注
说明可能不是用的原版母带转制，而是用的打口碟😁  ⇒  说明啦几网易云用的盗版音频 前几年好几首都有这种“卡碟”的情况 原因其实就是音源是在一些论坛上找的山寨音频,70,留,0,Z 其他,,网易云《想哭》,https://music.163.com/#/song?id=,
那天在车上颠簸的时候无意中听到，仔细想想这首歌的专辑距离现在多少年了已经。你现在终于是一姐了，各种意义上的一姐，你做到了，真的做到了，你赢了，赢得很彻底，但我再也找不到当初的那个你了。现在的你唱歌还能令你快乐吗？楼下一头一尾两间音像店都在轮流播你的争气和心淡的日子是再也回不来了。  ⇒  应该挺快乐的，她真的很爱工作,70,留,0,F 迷茫 / 年龄焦虑,,网易云《抱抱》,https://music.163.com/#/song?id=,
没必要，真没必要，这两部都不错  ⇒  过家家感觉不怎么好看没兴趣看但是就是火了不能理解可能这种对于女生说更合适,70,留,0,Z 其他,,网易云《失恋ソング沢山聴いて 泣いてばかりの私はもう。》,https://music.163.com/#/song?id=,
这不是VOB的三十岁的新朋友吗 词好像  ⇒  你说其他的像我感觉还有点差不多词哪里像了？,70,留,0,Z 其他,,网易云《焦虑》,https://music.163.com/#/song?id=,
班主任发微信给家长说:“考试考的不好，开学再找他聊聊”，我害怕了[多多大哭]  ⇒  明天开学，我咋办啊！,69,留,1,F 迷茫 / 年龄焦虑,,网易云《想哭》,https://music.163.com/#/song?id=,
加油…3个小时内接警6起，要忙晕了，正能量起来…为人民服务  ⇒  我们马上接棒 减轻你们的负担 再等毕业生半年,68,留,3521,Z 其他,,网易云《加油！》,https://music.163.com/#/song?id=,
这首歌就是当年的孤勇者  ⇒  那是，我还是小学鸡时就会唱了,68,留,1059,Z 其他,,网易云《活着Viva》,https://music.163.com/#/song?id=,
姐姐我要看曾少年训练记录！  ⇒  我昨晚做梦还梦到公演曾少年没有唱好观众都走了[哭哭],68,留,132,B 失去 / 离别,,网易云《遗憾》,https://music.163.com/#/song?id=,
这个老艺术家已经126岁了  ⇒  我的个人资料是乱填的[大笑],68,留,58,Z 其他,,网易云《告别》,https://music.163.com/#/song?id=,
这个为啥没有那一句“杨～宗～纬～”啊  ⇒  哇，我也在找这个,68,留,5,Z 其他,,网易云《别错过 (Live版)》,https://music.163.com/#/song?id=,
为什么那么多人说烂尾啊。。。[惶恐]主角团在一次次轮回中竭尽全力地守护，难道不值得一个好结局吗？  ⇒  我个人觉得主要是音监的大悲咒太有实力了…虽说也有一种日本文化特有的味道,68,留,3,Z 其他,,网易云《失恋ソング沢山聴いて 泣いてばかりの私はもう。》,https://music.163.com/#/song?id=,
地震时你想和谁拥抱  ⇒  我只想逃命[流泪],68,留,3,Z 其他,,网易云《加油》,https://music.163.com/#/song?id=,
-什么死法不会疼啊… -当你问这个问题时，你已经好了一半啦  ⇒  我现在开始吃到好吃的东西会开心啦 但是躯体化也明显了,68,留,2,Z 其他,,网易云《心灵治愈 (钢琴)》,https://music.163.com/#/song?id=,
留言和想哭是这张专辑我最喜欢的两首歌。  ⇒  我最喜欢除了这些，还有...,68,留,2,Z 其他,,网易云《想哭》,https://music.163.com/#/song?id=,
"如果有痛苦的话 我们一起分担就好了 可是我们不在呀 只能靠着小小的一块屏幕和你在联系 听到你的不舒服 看到你的悲伤 看到你的痛苦 我甚至比自己感到痛苦 还要痛苦 你第一次说有想跳楼的意思时 哇 我好绝望啊 真怕你想不开 真怕你就这么去了 但现在就挺好的 我们都挺好的 永远爱你(""3"")我最好的xy  ⇒  ꒦ິ^꒦ິ没事我不会再那样了，因为你在，我希望我们那个永远在一起，我不想让你难过😔我希望你能够开心我们一定要一起走过去，我们要一起去很多很多地方",68,留,2,Z 其他,,网易云《别难过》,https://music.163.com/#/song?id=,
我是一个高二学生，中考失利考到了县里次一点的高中，我很不甘心，觉得这一切都不应该，觉得我在这所学校里应该是佼佼者，可现实是高中的学习强度被我低估了，在高一也偶尔考过年级前一百，可是现在分班以后感觉没有以前的心气了，就想着得过且过，有上进的心却没有行动，我要变得更好  ⇒  我想我会考上一个很好的大学，让家人过上很好的日子，让自卑十六年的自己在未来的日子里更自信,68,留,2,F 迷茫 / 年龄焦虑,,网易云《追梦赤子心》,https://music.163.com/#/song?id=,
拜拜尨拉 希望真的是last time和你告别 我值得拥有更加健康更加正反馈的关系  ⇒  我们原来的归原来 往后的归往后,68,留,2,Z 其他,,网易云《告别》,https://music.163.com/#/song?id=,
留言和想哭是这张专辑我最喜欢的两首歌。  ⇒  我也是，经典冷门,68,留,1,Z 其他,,网易云《想哭》,https://music.163.com/#/song?id=,
我承认14岁那年年少轻狂认识了一些不该认识的人  ⇒  我13，也认识了不该认识的人，旅游时认识的，从相遇到别离只有短短的83个小时23分钟,68,留,1,Z 其他,,网易云《难过》,https://music.163.com/#/song?id=,
可是我听了原唱VIP版 我还是喜欢live版  ⇒  我是VIP 我还是喜欢live,68,留,1,Z 其他,,网易云《我不难过 (Live)》,https://music.163.com/#/song?id=,
祝福你的生命，拥有美好的时光和厚实的善良— 安溥  ⇒  我无法与你对话 我只能默默祈祷你平安顺遂,68,留,1,Z 其他,,网易云《关于我爱你》,https://music.163.com/#/song?id=,
考研还剩两个月， 每晚听一遍这首歌 ，奋力一搏，希望这一次能如愿以偿。  ⇒  谢谢各位点赞，我考上了，也祝各位如愿以偿❤️,68,留,1,Z 其他,,网易云《追梦赤子心》,https://music.163.com/#/song?id=,
不敢想象我居然生活在一个没有黎叔叔的世界  ⇒  我的天黎叔叔….,68,留,1,Z 其他,,网易云《活着Viva》,https://music.163.com/#/song?id=,
今天是我来到国外的57天，在57天前在国内有着一个真心朋友，我们一起打篮球、吃饭、打游戏，但现在人处异国。却不知道下次见到又是什么时候了……  ⇒  一别两地同风雨，我望明月月望你,68,留,1,F 迷茫 / 年龄焦虑,,网易云《失眠 (Cover Suki刘舒妤)》,https://music.163.com/#/song?id=,
你没有心.  ⇒  我有心脏你气不气🤣,68,留,1,Z 其他,,网易云《失眠（抖音最火版）》,https://music.163.com/#/song?id=,
一个人为了男友来到新疆 今天发烧 38°多 咳嗽的血丝都有 给他发讯息 他没能回我 也没来接我 蹲在门诊门口 哭了半小时 很俗的一句话：原来，我做了这么多，感动的只是我自己罢了 明天回台州 我要很幸福！！  ⇒  我爱的人也在台州。 祝你幸福,68,留,0,D 孤独 / 没人,,网易云《斑马，斑马》,https://music.163.com/#/song?id=,
一个人为了男友来到新疆 今天发烧 38°多 咳嗽的血丝都有 给他发讯息 他没能回我 也没来接我 蹲在门诊门口 哭了半小时 很俗的一句话：原来，我做了这么多，感动的只是我自己罢了 明天回台州 我要很幸福！！  ⇒  我保证你是天使 要幸福,68,留,0,D 孤独 / 没人,,网易云《斑马，斑马》,https://music.163.com/#/song?id=,
13岁就出来了，真的很心疼，我也才16，现在在后厨配菜，我也能体谅到你们服务员的累，一会干着干那的，好好生活，夏天热，每到伏天的时候都很忙，现在也过去了，照顾好自己[感动]  ⇒  真的很热 后厨的人也总是说我 还有一个男的服务员骚扰我。我不同意和他处对象他还偷偷掐我 但是我之前干了一些事脑袋不好 后来才反应过来。,68,留,0,C 疲惫 / 撑不住,,网易云《斑马，斑马》,https://music.163.com/#/song?id=,
这是哪门子的百年孤独  ⇒  我还说百年孤独咋会有这种情节[笑哭了],68,留,0,D 孤独 / 没人,,网易云《孤独》,https://music.163.com/#/song?id=,
咋感觉哪里都有引战的  ⇒  其实到2026年以后，我就觉得这种只是真实发言。每个人有每个人不一样的看法，开始理解了每个人。,68,留,0,F 迷茫 / 年龄焦虑,,网易云《孤独》,https://music.163.com/#/song?id=,
金星也没有卫星  ⇒  我一定会越来越好的,68,留,0,Z 其他,,网易云《想哭》,https://music.163.com/#/song?id=,
26年听《富士山下》的幸福一整年好不好  ⇒  我要幸福一辈子[超绝],68,留,0,Z 其他,,网易云《富士山下》,https://music.163.com/#/song?id=,
卡梦退役后ivl没人会唱富士山下了。  ⇒  。游沭钊。我好想你。,68,留,0,D 孤独 / 没人,,网易云《富士山下》,https://music.163.com/#/song?id=,
本蟹黄堡已经快被圈粉了  ⇒  我已经被圈粉了[期待],68,留,0,Z 其他,,网易云《别错过 (Live版)》,https://music.163.com/#/song?id=,
我没有爸爸妈妈 从小就住在亲戚家 爷爷奶奶也不喜欢我 朋友也随时间跟我分别 我也从来没有听到过有人跟我说这三个字  ⇒  我喜欢你[亲吻],68,留,0,Z 其他,,网易云《有我呢》,https://music.163.com/#/song?id=,
想听听初中生小学生对未来的看法  ⇒  活着就好，我现在没有太多梦想，没有太多奢望，只是想好好的活下去,68,留,0,F 迷茫 / 年龄焦虑,,网易云《Sacred Play Secret Place》,https://music.163.com/#/song?id=,安慰语命中
2031考上中国人民公安大学侦查学给在场所有人点奶茶！绝不食言！  ⇒  记得我就好，考上了给我报个喜，我不用奶茶，你能考上我就很高兴,68,留,0,Z 其他,,网易云《magnolia》,https://music.163.com/#/song?id=,
我是你湖北的朋友[微笑]  ⇒  我是你云南的朋友,68,留,0,Z 其他,,网易云《magnolia》,https://music.163.com/#/song?id=,
真没想到，千禧年这歌也是经常听到的，不过如果不是每日歌单我也想不起这首歌  ⇒  我觉得起码是2k评论的水平 ，没想到只有不到500,68,留,0,Z 其他,,网易云《抱抱》,https://music.163.com/#/song?id=,
谁懂啊间奏真的太好听了！  ⇒  确实，我是从她和古巨基的串烧过来的,68,留,0,Z 其他,,网易云《抱抱》,https://music.163.com/#/song?id=,
这个账号如果五个月内没有注销，那就说明我战胜了胃癌晚期  ⇒  我相信你可以的，加油,68,留,0,Z 其他,,网易云《我不难过》,https://music.163.com/#/song?id=,安慰语命中
收费让我们相聚在这里  ⇒  我喜欢听Live,68,留,0,Z 其他,,网易云《我不难过 (Live)》,https://music.163.com/#/song?id=,
天底下没有什么所谓的无心之语，只有不小心说出的有心之言  ⇒  我说的都是真心话,68,留,0,Z 其他,,网易云《我不难过 (Live)》,https://music.163.com/#/song?id=,
我听了很久，一直感觉是写给爱人的，最后在一声声我爱你中慢慢告别。但后面我看着歌词，突然有一种想法：这些歌词像不像和你自己对话？把你最近生活中的挫折以及产生结果，都写出来，而且在阐述完后以“我爱你”结尾，来表达：即使我经历了那些不好事情，但我依旧爱着我自己。  ⇒  就是写给自己的，自己给自己说着：你爱自己，我也爱你。,68,留,0,Z 其他,,网易云《关于我爱你》,https://music.163.com/#/song?id=,
今年夏天终于看了夏日重现，这个片尾一直都没跳过，好好听🥺🥺有一集日鹤老师死的时候刚好结尾，无缝衔接这首歌，眼泪刷一下就出来了[哭哭]  ⇒  我看最后一集也是的,68,留,0,Z 其他,,网易云《失恋ソング沢山聴いて 泣いてばかりの私はもう。》,https://music.163.com/#/song?id=,
原来夏日重现已经是去年的番剧了吗，时间过得好快[流泪]  ⇒  四年前了，好怀念，我朋友现在突然开始看了我也就看了,68,留,0,Z 其他,,网易云《失恋ソング沢山聴いて 泣いてばかりの私はもう。》,https://music.163.com/#/song?id=,
2027考研一志愿一站上岸  ⇒  加油，我明年读研毕业了,68,留,0,Z 其他,,网易云《一路生花》,https://music.163.com/#/song?id=,安慰语命中
刘翔是唯一一个在直线跑道上真正打败黑人的运动员，甚至创造了连白人都没做到的记录。刘翔参加了48次世界大赛，36次冠军，6次亚军，3次季军，然而有些人却只记得他退赛2次  ⇒  我是一个高二学生，中考失利考到了县里次一点的高中，我很不甘心，觉得这一切都不应该，觉得我在这所学校里应该是佼佼者，可现实是高中的学习强度被我低估了，在高一也偶尔考过年级前一百，可是现在分班以后感觉没有以前的心气了，就想着得过且过，有上进的心却没有行动，我不想这样了,68,留,0,F 迷茫 / 年龄焦虑,,网易云《追梦赤子心》,https://music.163.com/#/song?id=,
小时候我妈教我用筷子，学不会打我，现在我教我妈用手机，学不会，还是打我  ⇒  我没有妈妈打我了,68,留,0,Z 其他,,网易云《妈妈》,https://music.163.com/#/song?id=,
每天哄娃娃睡觉的歌  ⇒  我小毛驴cvvg4yk,68,留,0,Z 其他,,网易云《我有一个好妈妈》,https://music.163.com/#/song?id=,
男的也这么想  ⇒  男的也这样想。我就放心了,68,留,0,Z 其他,,网易云《活着》,https://music.163.com/#/song?id=,
不收藏啦 你们赞一次听一次[装可爱]  ⇒  我来听啦！嘿嘿嘿,68,留,0,Z 其他,,网易云《活着Viva》,https://music.163.com/#/song?id=,
  ⇒  我不生。9XT7OS111,68,留,0,Z 其他,,网易云《活着Viva》,https://music.163.com/#/song?id=,
绑定的是女版的吧，原版感觉都是普通听众  ⇒  我知道 但是还是有人会用这个原版,68,留,0,Z 其他,,网易云《活着Viva》,https://music.163.com/#/song?id=,
可是宝贝 每当下雨我都会想起你弯弯的嘴角.  ⇒  我选择了沉默 或许这本就不属于我,68,留,0,Z 其他,,网易云《失眠》,https://music.163.com/#/song?id=,
